"ID";"ModesOfTravel";"Population";"TripCharacteristics";"Margins";"RegionCharacteristics";"Periods";"Trips_1";"Trips_4"
"4317";"T001093";"A048710";"2031100";"MOG0095";"LD01    ";"2019JJ00";"2.47";"129"
"4318";"T001093";"A048710";"2031100";"MOG0095";"LD01    ";"2020JJ00";"2.18";"113"
"4319";"T001093";"A048710";"2031100";"MOG0095";"LD01    ";"2021JJ00";"2.38";"124"
"4320";"T001093";"A048710";"2031100";"MOG0095";"LD02    ";"2018JJ00";"2.76";"146"
"4321";"T001093";"A048710";"2031100";"MOG0095";"LD02    ";"2019JJ00";"2.65";"138"
"4322";"T001093";"A048710";"2031100";"MOG0095";"LD02    ";"2020JJ00";"2.23";"116"
"4323";"T001093";"A048710";"2031100";"MOG0095";"LD02    ";"2021JJ00";"2.43";"126"
"4324";"T001093";"A048710";"2031100";"MOG0095";"LD03    ";"2018JJ00";"2.65";"140"
"4325";"T001093";"A048710";"2031100";"MOG0095";"LD03    ";"2019JJ00";"2.67";"139"
"4326";"T001093";"A048710";"2031100";"MOG0095";"LD03    ";"2020JJ00";"2.18";"113"
"4327";"T001093";"A048710";"2031100";"MOG0095";"LD03    ";"2021JJ00";"2.38";"124"
"4328";"T001093";"A048710";"2031100";"MOG0095";"LD04    ";"2018JJ00";"2.61";"138"
"4329";"T001093";"A048710";"2031100";"MOG0095";"LD04    ";"2019JJ00";"2.66";"138"
"4330";"T001093";"A048710";"2031100";"MOG0095";"LD04    ";"2020JJ00";"2.34";"122"
"4331";"T001093";"A048710";"2031100";"MOG0095";"LD04    ";"2021JJ00";"2.43";"126"
"4332";"T001093";"A048710";"2031100";"MOG0095";"PV20    ";"2018JJ00";"2.58";"137"
"4333";"T001093";"A048710";"2031100";"MOG0095";"PV20    ";"2019JJ00";"2.42";"126"
"4334";"T001093";"A048710";"2031100";"MOG0095";"PV20    ";"2020JJ00";"1.94";"101"
"4335";"T001093";"A048710";"2031100";"MOG0095";"PV20    ";"2021JJ00";"2.35";"122"
"4336";"T001093";"A048710";"2031100";"MOG0095";"PV21    ";"2018JJ00";"2.43";"129"
"4337";"T001093";"A048710";"2031100";"MOG0095";"PV21    ";"2019JJ00";"2.25";"117"
"4338";"T001093";"A048710";"2031100";"MOG0095";"PV21    ";"2020JJ00";"2.09";"109"
"4339";"T001093";"A048710";"2031100";"MOG0095";"PV21    ";"2021JJ00";"2.19";"114"
"4340";"T001093";"A048710";"2031100";"MOG0095";"PV22    ";"2018JJ00";"2.59";"137"
"4341";"T001093";"A048710";"2031100";"MOG0095";"PV22    ";"2019JJ00";"2.36";"123"
"4342";"T001093";"A048710";"2031100";"MOG0095";"PV22    ";"2020JJ00";"2.16";"112"
"4343";"T001093";"A048710";"2031100";"MOG0095";"PV22    ";"2021JJ00";"2.28";"118"
"4344";"T001093";"A048710";"2031100";"MOG0095";"PV23    ";"2018JJ00";"2.6";"138"
"4345";"T001093";"A048710";"2031100";"MOG0095";"PV23    ";"2019JJ00";"2.61";"136"
"4346";"T001093";"A048710";"2031100";"MOG0095";"PV23    ";"2020JJ00";"2.13";"111"
"4347";"T001093";"A048710";"2031100";"MOG0095";"PV23    ";"2021JJ00";"2.26";"118"
"4348";"T001093";"A048710";"2031100";"MOG0095";"PV24    ";"2018JJ00";"2.43";"129"
"4349";"T001093";"A048710";"2031100";"MOG0095";"PV24    ";"2019JJ00";"2.3";"119"
"4350";"T001093";"A048710";"2031100";"MOG0095";"PV24    ";"2020JJ00";"1.8";"94"
"4351";"T001093";"A048710";"2031100";"MOG0095";"PV24    ";"2021JJ00";"2.22";"115"
"4352";"T001093";"A048710";"2031100";"MOG0095";"PV25    ";"2018JJ00";"2.79";"148"
"4353";"T001093";"A048710";"2031100";"MOG0095";"PV25    ";"2019JJ00";"2.6";"135"
"4354";"T001093";"A048710";"2031100";"MOG0095";"PV25    ";"2020JJ00";"2.26";"118"
"4355";"T001093";"A048710";"2031100";"MOG0095";"PV25    ";"2021JJ00";"2.44";"127"
"4356";"T001093";"A048710";"2031100";"MOG0095";"PV26    ";"2018JJ00";"2.61";"138"
"4357";"T001093";"A048710";"2031100";"MOG0095";"PV26    ";"2019JJ00";"2.64";"137"
"4358";"T001093";"A048710";"2031100";"MOG0095";"PV26    ";"2020JJ00";"2.23";"116"
"4359";"T001093";"A048710";"2031100";"MOG0095";"PV26    ";"2021JJ00";"2.41";"125"
"4360";"T001093";"A048710";"2031100";"MOG0095";"PV27    ";"2018JJ00";"2.6";"138"
"4361";"T001093";"A048710";"2031100";"MOG0095";"PV27    ";"2019JJ00";"2.59";"135"
"4362";"T001093";"A048710";"2031100";"MOG0095";"PV27    ";"2020JJ00";"2.1";"109"
"4363";"T001093";"A048710";"2031100";"MOG0095";"PV27    ";"2021JJ00";"2.38";"124"
"4364";"T001093";"A048710";"2031100";"MOG0095";"PV28    ";"2018JJ00";"2.59";"137"
"4365";"T001093";"A048710";"2031100";"MOG0095";"PV28    ";"2019JJ00";"2.57";"133"
"4366";"T001093";"A048710";"2031100";"MOG0095";"PV28    ";"2020JJ00";"2.13";"111"
"4367";"T001093";"A048710";"2031100";"MOG0095";"PV28    ";"2021JJ00";"2.27";"118"
"4368";"T001093";"A048710";"2031100";"MOG0095";"PV29    ";"2018JJ00";"2.39";"127"
"4369";"T001093";"A048710";"2031100";"MOG0095";"PV29    ";"2019JJ00";"2.84";"147"
"4370";"T001093";"A048710";"2031100";"MOG0095";"PV29    ";"2020JJ00";"1.93";"100"
"4371";"T001093";"A048710";"2031100";"MOG0095";"PV29    ";"2021JJ00";"2.03";"106"
"4372";"T001093";"A048710";"2031100";"MOG0095";"PV30    ";"2018JJ00";"2.53";"134"
"4373";"T001093";"A048710";"2031100";"MOG0095";"PV30    ";"2019JJ00";"2.68";"139"
"4374";"T001093";"A048710";"2031100";"MOG0095";"PV30    ";"2020JJ00";"2.37";"123"
"4375";"T001093";"A048710";"2031100";"MOG0095";"PV30    ";"2021JJ00";"2.4";"125"
"4376";"T001093";"A048710";"2031100";"MOG0095";"PV31    ";"2018JJ00";"2.64";"140"
"4377";"T001093";"A048710";"2031100";"MOG0095";"PV31    ";"2019JJ00";"2.47";"128"
"4378";"T001093";"A048710";"2031100";"MOG0095";"PV31    ";"2020JJ00";"2.13";"111"
"4379";"T001093";"A048710";"2031100";"MOG0095";"PV31    ";"2021JJ00";"2.36";"123"
"4400";"T001093";"A048710";"2031100";"MBG0095";"NL01    ";"2018JJ00";"2.82";"149"
"4401";"T001093";"A048710";"2031100";"MBG0095";"NL01    ";"2019JJ00";"2.8";"146"
"4402";"T001093";"A048710";"2031100";"MBG0095";"NL01    ";"2020JJ00";"2.37";"123"
"4403";"T001093";"A048710";"2031100";"MBG0095";"NL01    ";"2021JJ00";"2.53";"132"
"4404";"T001093";"A048710";"2031100";"MBG0095";"LD01    ";"2018JJ00";"3.02";"160"
"4405";"T001093";"A048710";"2031100";"MBG0095";"LD01    ";"2019JJ00";"2.84";"147"
"4406";"T001093";"A048710";"2031100";"MBG0095";"LD01    ";"2020JJ00";"2.52";"131"
"4407";"T001093";"A048710";"2031100";"MBG0095";"LD01    ";"2021JJ00";"2.71";"141"
"4408";"T001093";"A048710";"2031100";"MBG0095";"LD02    ";"2018JJ00";"2.98";"158"
"4409";"T001093";"A048710";"2031100";"MBG0095";"LD02    ";"2019JJ00";"2.88";"150"
"4410";"T001093";"A048710";"2031100";"MBG0095";"LD02    ";"2020JJ00";"2.45";"127"
"4411";"T001093";"A048710";"2031100";"MBG0095";"LD02    ";"2021JJ00";"2.63";"137"
"4412";"T001093";"A048710";"2031100";"MBG0095";"LD03    ";"2018JJ00";"2.8";"148"
"4413";"T001093";"A048710";"2031100";"MBG0095";"LD03    ";"2019JJ00";"2.82";"147"
"4414";"T001093";"A048710";"2031100";"MBG0095";"LD03    ";"2020JJ00";"2.31";"120"
"4415";"T001093";"A048710";"2031100";"MBG0095";"LD03    ";"2021JJ00";"2.5";"130"
"4416";"T001093";"A048710";"2031100";"MBG0095";"LD04    ";"2018JJ00";"2.84";"150"
"4417";"T001093";"A048710";"2031100";"MBG0095";"LD04    ";"2019JJ00";"2.88";"150"
"4418";"T001093";"A048710";"2031100";"MBG0095";"LD04    ";"2020JJ00";"2.57";"134"
"4419";"T001093";"A048710";"2031100";"MBG0095";"LD04    ";"2021JJ00";"2.64";"137"
"4420";"T001093";"A048710";"2031100";"MBG0095";"PV20    ";"2018JJ00";"3.17";"168"
"4421";"T001093";"A048710";"2031100";"MBG0095";"PV20    ";"2019JJ00";"3";"156"
"4422";"T001093";"A048710";"2031100";"MBG0095";"PV20    ";"2020JJ00";"2.53";"132"
"4423";"T001093";"A048710";"2031100";"MBG0095";"PV20    ";"2021JJ00";"2.88";"150"
"4424";"T001093";"A048710";"2031100";"MBG0095";"PV21    ";"2018JJ00";"3.02";"160"
"4425";"T001093";"A048710";"2031100";"MBG0095";"PV21    ";"2019JJ00";"2.77";"144"
"4426";"T001093";"A048710";"2031100";"MBG0095";"PV21    ";"2020JJ00";"2.66";"138"
"4427";"T001093";"A048710";"2031100";"MBG0095";"PV21    ";"2021JJ00";"2.71";"141"
"4428";"T001093";"A048710";"2031100";"MBG0095";"PV22    ";"2018JJ00";"3.3";"175"
"4429";"T001093";"A048710";"2031100";"MBG0095";"PV22    ";"2019JJ00";"3.18";"165"
"4430";"T001093";"A048710";"2031100";"MBG0095";"PV22    ";"2020JJ00";"2.75";"143"
"4431";"T001093";"A048710";"2031100";"MBG0095";"PV22    ";"2021JJ00";"2.91";"151"
"4432";"T001093";"A048710";"2031100";"MBG0095";"PV23    ";"2018JJ00";"3.01";"160"
"4433";"T001093";"A048710";"2031100";"MBG0095";"PV23    ";"2019JJ00";"3";"156"
"4434";"T001093";"A048710";"2031100";"MBG0095";"PV23    ";"2020JJ00";"2.5";"130"
"4435";"T001093";"A048710";"2031100";"MBG0095";"PV23    ";"2021JJ00";"2.62";"136"
"4436";"T001093";"A048710";"2031100";"MBG0095";"PV24    ";"2018JJ00";"2.98";"158"
"4437";"T001093";"A048710";"2031100";"MBG0095";"PV24    ";"2019JJ00";"3.03";"158"
"4438";"T001093";"A048710";"2031100";"MBG0095";"PV24    ";"2020JJ00";"2.32";"121"
"4439";"T001093";"A048710";"2031100";"MBG0095";"PV24    ";"2021JJ00";"2.83";"147"
"4440";"T001093";"A048710";"2031100";"MBG0095";"PV25    ";"2018JJ00";"3.08";"163"
"4441";"T001093";"A048710";"2031100";"MBG0095";"PV25    ";"2019JJ00";"2.92";"152"
"4442";"T001093";"A048710";"2031100";"MBG0095";"PV25    ";"2020JJ00";"2.56";"133"
"4443";"T001093";"A048710";"2031100";"MBG0095";"PV25    ";"2021JJ00";"2.72";"141"
"4444";"T001093";"A048710";"2031100";"MBG0095";"PV26    ";"2018JJ00";"2.97";"158"
"4445";"T001093";"A048710";"2031100";"MBG0095";"PV26    ";"2019JJ00";"3.05";"158"
"4446";"T001093";"A048710";"2031100";"MBG0095";"PV26    ";"2020JJ00";"2.49";"129"
"4447";"T001093";"A048710";"2031100";"MBG0095";"PV26    ";"2021JJ00";"2.66";"138"
"4448";"T001093";"A048710";"2031100";"MBG0095";"PV27    ";"2018JJ00";"2.83";"150"
"4449";"T001093";"A048710";"2031100";"MBG0095";"PV27    ";"2019JJ00";"2.86";"149"
"4450";"T001093";"A048710";"2031100";"MBG0095";"PV27    ";"2020JJ00";"2.33";"121"
"4451";"T001093";"A048710";"2031100";"MBG0095";"PV27    ";"2021JJ00";"2.62";"136"
"4452";"T001093";"A048710";"2031100";"MBG0095";"PV28    ";"2018JJ00";"2.82";"150"
"4453";"T001093";"A048710";"2031100";"MBG0095";"PV28    ";"2019JJ00";"2.78";"144"
"4454";"T001093";"A048710";"2031100";"MBG0095";"PV28    ";"2020JJ00";"2.32";"121"
"4455";"T001093";"A048710";"2031100";"MBG0095";"PV28    ";"2021JJ00";"2.45";"128"
"4456";"T001093";"A048710";"2031100";"MBG0095";"PV29    ";"2018JJ00";"3.06";"162"
"4457";"T001093";"A048710";"2031100";"MBG0095";"PV29    ";"2019JJ00";"3.81";"198"
"4458";"T001093";"A048710";"2031100";"MBG0095";"PV29    ";"2020JJ00";"2.56";"133"
"4459";"T001093";"A048710";"2031100";"MBG0095";"PV29    ";"2021JJ00";"2.72";"141"
"4460";"T001093";"A048710";"2031100";"MBG0095";"PV30    ";"2018JJ00";"2.81";"149"
"4461";"T001093";"A048710";"2031100";"MBG0095";"PV30    ";"2019JJ00";"2.95";"153"
"4462";"T001093";"A048710";"2031100";"MBG0095";"PV30    ";"2020JJ00";"2.65";"138"
"4463";"T001093";"A048710";"2031100";"MBG0095";"PV30    ";"2021JJ00";"2.65";"138"
"4464";"T001093";"A048710";"2031100";"MBG0095";"PV31    ";"2018JJ00";"3.06";"162"
"4465";"T001093";"A048710";"2031100";"MBG0095";"PV31    ";"2019JJ00";"2.88";"150"
"4466";"T001093";"A048710";"2031100";"MBG0095";"PV31    ";"2020JJ00";"2.52";"131"
"4467";"T001093";"A048710";"2031100";"MBG0095";"PV31    ";"2021JJ00";"2.74";"143"
"4488";"T001093";"A048710";"2031110";"MW00000";"NL01    ";"2018JJ00";"2.92";"152"
"4489";"T001093";"A048710";"2031110";"MW00000";"NL01    ";"2019JJ00";"2.8";"148"
"4490";"T001093";"A048710";"2031110";"MW00000";"NL01    ";"2020JJ00";"2.47";"128"
"4491";"T001093";"A048710";"2031110";"MW00000";"NL01    ";"2021JJ00";"2.59";"135"
"4492";"T001093";"A048710";"2031110";"MW00000";"LD01    ";"2018JJ00";"2.9";"151"
"4493";"T001093";"A048710";"2031110";"MW00000";"LD01    ";"2019JJ00";"2.82";"150"
"4494";"T001093";"A048710";"2031110";"MW00000";"LD01    ";"2020JJ00";"2.6";"135"
"4495";"T001093";"A048710";"2031110";"MW00000";"LD01    ";"2021JJ00";"2.65";"138"
"4496";"T001093";"A048710";"2031110";"MW00000";"LD02    ";"2018JJ00";"2.89";"150"
"4497";"T001093";"A048710";"2031110";"MW00000";"LD02    ";"2019JJ00";"2.77";"147"
"4498";"T001093";"A048710";"2031110";"MW00000";"LD02    ";"2020JJ00";"2.59";"135"
"4499";"T001093";"A048710";"2031110";"MW00000";"LD02    ";"2021JJ00";"2.71";"141"
"4500";"T001093";"A048710";"2031110";"MW00000";"LD03    ";"2018JJ00";"2.89";"150"
"4501";"T001093";"A048710";"2031110";"MW00000";"LD03    ";"2019JJ00";"2.77";"147"
"4502";"T001093";"A048710";"2031110";"MW00000";"LD03    ";"2020JJ00";"2.37";"123"
"4503";"T001093";"A048710";"2031110";"MW00000";"LD03    ";"2021JJ00";"2.56";"133"
"4504";"T001093";"A048710";"2031110";"MW00000";"LD04    ";"2018JJ00";"3.02";"157"
"4505";"T001093";"A048710";"2031110";"MW00000";"LD04    ";"2019JJ00";"2.87";"152"
"4506";"T001093";"A048710";"2031110";"MW00000";"LD04    ";"2020JJ00";"2.49";"129"
"4507";"T001093";"A048710";"2031110";"MW00000";"LD04    ";"2021JJ00";"2.53";"132"
"4508";"T001093";"A048710";"2031110";"MW00000";"PV20    ";"2018JJ00";"2.83";"147"
"4509";"T001093";"A048710";"2031110";"MW00000";"PV20    ";"2019JJ00";"2.7";"143"
"4510";"T001093";"A048710";"2031110";"MW00000";"PV20    ";"2020JJ00";"2.6";"135"
"4511";"T001093";"A048710";"2031110";"MW00000";"PV20    ";"2021JJ00";"2.62";"136"
"4512";"T001093";"A048710";"2031110";"MW00000";"PV21    ";"2018JJ00";"2.96";"154"
"4513";"T001093";"A048710";"2031110";"MW00000";"PV21    ";"2019JJ00";"2.82";"150"
"4514";"T001093";"A048710";"2031110";"MW00000";"PV21    ";"2020JJ00";"2.8";"146"
"4515";"T001093";"A048710";"2031110";"MW00000";"PV21    ";"2021JJ00";"2.72";"142"
"4516";"T001093";"A048710";"2031110";"MW00000";"PV22    ";"2018JJ00";"2.89";"150"
"4517";"T001093";"A048710";"2031110";"MW00000";"PV22    ";"2019JJ00";"2.97";"158"
"4518";"T001093";"A048710";"2031110";"MW00000";"PV22    ";"2020JJ00";"2.35";"122"
"4519";"T001093";"A048710";"2031110";"MW00000";"PV22    ";"2021JJ00";"2.6";"135"
"4520";"T001093";"A048710";"2031110";"MW00000";"PV23    ";"2018JJ00";"2.9";"151"
"4521";"T001093";"A048710";"2031110";"MW00000";"PV23    ";"2019JJ00";"2.74";"145"
"4522";"T001093";"A048710";"2031110";"MW00000";"PV23    ";"2020JJ00";"2.68";"139"
"4523";"T001093";"A048710";"2031110";"MW00000";"PV23    ";"2021JJ00";"2.81";"146"
"4524";"T001093";"A048710";"2031110";"MW00000";"PV24    ";"2018JJ00";"2.73";"142"
"4525";"T001093";"A048710";"2031110";"MW00000";"PV24    ";"2019JJ00";"2.6";"138"
"4526";"T001093";"A048710";"2031110";"MW00000";"PV24    ";"2020JJ00";"2.48";"129"
"4527";"T001093";"A048710";"2031110";"MW00000";"PV24    ";"2021JJ00";"2.44";"127"
"4528";"T001093";"A048710";"2031110";"MW00000";"PV25    ";"2018JJ00";"2.92";"152"
"4529";"T001093";"A048710";"2031110";"MW00000";"PV25    ";"2019JJ00";"2.83";"150"
"4530";"T001093";"A048710";"2031110";"MW00000";"PV25    ";"2020JJ00";"2.56";"133"
"4531";"T001093";"A048710";"2031110";"MW00000";"PV25    ";"2021JJ00";"2.7";"140"
"4532";"T001093";"A048710";"2031110";"MW00000";"PV26    ";"2018JJ00";"2.98";"155"
"4533";"T001093";"A048710";"2031110";"MW00000";"PV26    ";"2019JJ00";"2.78";"148"
"4534";"T001093";"A048710";"2031110";"MW00000";"PV26    ";"2020JJ00";"2.5";"130"
"4535";"T001093";"A048710";"2031110";"MW00000";"PV26    ";"2021JJ00";"2.56";"133"
"4536";"T001093";"A048710";"2031110";"MW00000";"PV27    ";"2018JJ00";"3";"156"
"4537";"T001093";"A048710";"2031110";"MW00000";"PV27    ";"2019JJ00";"2.75";"146"
"4538";"T001093";"A048710";"2031110";"MW00000";"PV27    ";"2020JJ00";"2.34";"122"
"4539";"T001093";"A048710";"2031110";"MW00000";"PV27    ";"2021JJ00";"2.55";"133"
"4540";"T001093";"A048710";"2031110";"MW00000";"PV28    ";"2018JJ00";"2.79";"145"
"4541";"T001093";"A048710";"2031110";"MW00000";"PV28    ";"2019JJ00";"2.76";"146"
"4542";"T001093";"A048710";"2031110";"MW00000";"PV28    ";"2020JJ00";"2.31";"120"
"4543";"T001093";"A048710";"2031110";"MW00000";"PV28    ";"2021JJ00";"2.53";"132"
"4544";"T001093";"A048710";"2031110";"MW00000";"PV29    ";"2018JJ00";"2.72";"141"
"4545";"T001093";"A048710";"2031110";"MW00000";"PV29    ";"2019JJ00";"2.91";"154"
"4546";"T001093";"A048710";"2031110";"MW00000";"PV29    ";"2020JJ00";"2.74";"143"
"4547";"T001093";"A048710";"2031110";"MW00000";"PV29    ";"2021JJ00";"2.85";"148"
"4548";"T001093";"A048710";"2031110";"MW00000";"PV30    ";"2018JJ00";"3.1";"161"
"4549";"T001093";"A048710";"2031110";"MW00000";"PV30    ";"2019JJ00";"2.92";"155"
"4550";"T001093";"A048710";"2031110";"MW00000";"PV30    ";"2020JJ00";"2.51";"130"
"4551";"T001093";"A048710";"2031110";"MW00000";"PV30    ";"2021JJ00";"2.54";"132"
"4552";"T001093";"A048710";"2031110";"MW00000";"PV31    ";"2018JJ00";"2.82";"147"
"4553";"T001093";"A048710";"2031110";"MW00000";"PV31    ";"2019JJ00";"2.77";"147"
"4554";"T001093";"A048710";"2031110";"MW00000";"PV31    ";"2020JJ00";"2.45";"127"
"4555";"T001093";"A048710";"2031110";"MW00000";"PV31    ";"2021JJ00";"2.52";"131"
"4576";"T001093";"A048710";"2031110";"MOG0095";"NL01    ";"2018JJ00";"2.86";"149"
"4577";"T001093";"A048710";"2031110";"MOG0095";"NL01    ";"2019JJ00";"2.74";"145"
"4578";"T001093";"A048710";"2031110";"MOG0095";"NL01    ";"2020JJ00";"2.42";"126"
"4579";"T001093";"A048710";"2031110";"MOG0095";"NL01    ";"2021JJ00";"2.55";"132"
"4580";"T001093";"A048710";"2031110";"MOG0095";"LD01    ";"2018JJ00";"2.74";"143"
"4581";"T001093";"A048710";"2031110";"MOG0095";"LD01    ";"2019JJ00";"2.64";"140"
"4582";"T001093";"A048710";"2031110";"MOG0095";"LD01    ";"2020JJ00";"2.42";"126"
"4583";"T001093";"A048710";"2031110";"MOG0095";"LD01    ";"2021JJ00";"2.5";"130"
"4584";"T001093";"A048710";"2031110";"MOG0095";"LD02    ";"2018JJ00";"2.78";"145"
"4585";"T001093";"A048710";"2031110";"MOG0095";"LD02    ";"2019JJ00";"2.66";"141"
"4586";"T001093";"A048710";"2031110";"MOG0095";"LD02    ";"2020JJ00";"2.48";"129"
"4587";"T001093";"A048710";"2031110";"MOG0095";"LD02    ";"2021JJ00";"2.6";"135"
"4588";"T001093";"A048710";"2031110";"MOG0095";"LD03    ";"2018JJ00";"2.81";"146"
"4589";"T001093";"A048710";"2031110";"MOG0095";"LD03    ";"2019JJ00";"2.69";"143"
"4590";"T001093";"A048710";"2031110";"MOG0095";"LD03    ";"2020JJ00";"2.31";"120"
"4591";"T001093";"A048710";"2031110";"MOG0095";"LD03    ";"2021JJ00";"2.49";"130"
"4592";"T001093";"A048710";"2031110";"MOG0095";"LD04    ";"2018JJ00";"2.89";"150"
"4593";"T001093";"A048710";"2031110";"MOG0095";"LD04    ";"2019JJ00";"2.75";"146"
"4594";"T001093";"A048710";"2031110";"MOG0095";"LD04    ";"2020JJ00";"2.38";"124"
"4595";"T001093";"A048710";"2031110";"MOG0095";"LD04    ";"2021JJ00";"2.42";"126"
"4596";"T001093";"A048710";"2031110";"MOG0095";"PV20    ";"2018JJ00";"2.57";"134"
"4597";"T001093";"A048710";"2031110";"MOG0095";"PV20    ";"2019JJ00";"2.38";"126"
"4598";"T001093";"A048710";"2031110";"MOG0095";"PV20    ";"2020JJ00";"2.32";"120"
"4599";"T001093";"A048710";"2031110";"MOG0095";"PV20    ";"2021JJ00";"2.36";"123"
"4600";"T001093";"A048710";"2031110";"MOG0095";"PV21    ";"2018JJ00";"2.71";"141"
"4601";"T001093";"A048710";"2031110";"MOG0095";"PV21    ";"2019JJ00";"2.5";"133"
"4602";"T001093";"A048710";"2031110";"MOG0095";"PV21    ";"2020JJ00";"2.47";"129"
"4603";"T001093";"A048710";"2031110";"MOG0095";"PV21    ";"2021JJ00";"2.46";"128"
"4604";"T001093";"A048710";"2031110";"MOG0095";"PV22    ";"2018JJ00";"2.59";"135"
"4605";"T001093";"A048710";"2031110";"MOG0095";"PV22    ";"2019JJ00";"2.64";"140"
"4606";"T001093";"A048710";"2031110";"MOG0095";"PV22    ";"2020JJ00";"2.03";"106"
"4607";"T001093";"A048710";"2031110";"MOG0095";"PV22    ";"2021JJ00";"2.32";"121"
"4608";"T001093";"A048710";"2031110";"MOG0095";"PV23    ";"2018JJ00";"2.7";"140"
"4609";"T001093";"A048710";"2031110";"MOG0095";"PV23    ";"2019JJ00";"2.54";"134"
"4610";"T001093";"A048710";"2031110";"MOG0095";"PV23    ";"2020JJ00";"2.45";"127"
"4611";"T001093";"A048710";"2031110";"MOG0095";"PV23    ";"2021JJ00";"2.62";"136"
"4612";"T001093";"A048710";"2031110";"MOG0095";"PV24    ";"2018JJ00";"2.42";"126"
"4613";"T001093";"A048710";"2031110";"MOG0095";"PV24    ";"2019JJ00";"2.31";"123"
"4614";"T001093";"A048710";"2031110";"MOG0095";"PV24    ";"2020JJ00";"2.19";"114"
"4615";"T001093";"A048710";"2031110";"MOG0095";"PV24    ";"2021JJ00";"2.16";"112"
"4616";"T001093";"A048710";"2031110";"MOG0095";"PV25    ";"2018JJ00";"2.77";"144"
"4617";"T001093";"A048710";"2031110";"MOG0095";"PV25    ";"2019JJ00";"2.67";"142"
"4618";"T001093";"A048710";"2031110";"MOG0095";"PV25    ";"2020JJ00";"2.42";"126"
"4619";"T001093";"A048710";"2031110";"MOG0095";"PV25    ";"2021JJ00";"2.56";"133"
"4620";"T001093";"A048710";"2031110";"MOG0095";"PV26    ";"2018JJ00";"2.8";"146"
"4621";"T001093";"A048710";"2031110";"MOG0095";"PV26    ";"2019JJ00";"2.58";"137"
"4622";"T001093";"A048710";"2031110";"MOG0095";"PV26    ";"2020JJ00";"2.37";"123"
"4623";"T001093";"A048710";"2031110";"MOG0095";"PV26    ";"2021JJ00";"2.45";"127"
"4624";"T001093";"A048710";"2031110";"MOG0095";"PV27    ";"2018JJ00";"2.88";"150"
"4625";"T001093";"A048710";"2031110";"MOG0095";"PV27    ";"2019JJ00";"2.62";"139"
"4626";"T001093";"A048710";"2031110";"MOG0095";"PV27    ";"2020JJ00";"2.22";"115"
"4627";"T001093";"A048710";"2031110";"MOG0095";"PV27    ";"2021JJ00";"2.43";"127"
"4628";"T001093";"A048710";"2031110";"MOG0095";"PV28    ";"2018JJ00";"2.67";"139"
"4629";"T001093";"A048710";"2031110";"MOG0095";"PV28    ";"2019JJ00";"2.65";"141"
"4630";"T001093";"A048710";"2031110";"MOG0095";"PV28    ";"2020JJ00";"2.22";"115"
"4631";"T001093";"A048710";"2031110";"MOG0095";"PV28    ";"2021JJ00";"2.44";"127"
"4632";"T001093";"A048710";"2031110";"MOG0095";"PV29    ";"2018JJ00";"2.32";"121"
"4633";"T001093";"A048710";"2031110";"MOG0095";"PV29    ";"2019JJ00";"2.53";"134"
"4634";"T001093";"A048710";"2031110";"MOG0095";"PV29    ";"2020JJ00";"2.36";"123"
"4635";"T001093";"A048710";"2031110";"MOG0095";"PV29    ";"2021JJ00";"2.52";"131"
"4636";"T001093";"A048710";"2031110";"MOG0095";"PV30    ";"2018JJ00";"2.95";"153"
"4637";"T001093";"A048710";"2031110";"MOG0095";"PV30    ";"2019JJ00";"2.77";"147"
"4638";"T001093";"A048710";"2031110";"MOG0095";"PV30    ";"2020JJ00";"2.37";"123"
"4639";"T001093";"A048710";"2031110";"MOG0095";"PV30    ";"2021JJ00";"2.41";"125"
"4640";"T001093";"A048710";"2031110";"MOG0095";"PV31    ";"2018JJ00";"2.62";"136"
"4641";"T001093";"A048710";"2031110";"MOG0095";"PV31    ";"2019JJ00";"2.53";"134"
"4642";"T001093";"A048710";"2031110";"MOG0095";"PV31    ";"2020JJ00";"2.25";"117"
